content_type,title,description,url,date,document_type,price,related_products,length,views
Video,The Agentic AI Pioneers - The Partnership Between Google Cloud and Avid - Making the Media S6E11,"The new partnership between Google and Avid will drive innovative new workflows in news and post production. Generative AI from Google Gemini is now available directly in Media Composer, and Google search is powering content discovery in Avid Content Core to deliver efficiencies for production teams. In this episode, we explore the partnership, the practicalities of what AI in production can bring, and why it remains critical that AI is an assistant to the editor or the journalist, not the one who is in control. Watch to discover - Why Google is partnering with Avid to deliver innovative AI workflows - Google Gemini is being integrated into Media Composer - The astounding search and content recommendation capabilities in Avid Content Core MORE EPISODES youtube.com/playlist?list=PLhCR_8aS9jOPznbYIaFJJNCXTtsHKua_8 Discover Avid Content Core Discover Avid Media Composer Discover Avid Media Composer Extensions Discover Avid NEXIS storage solutions About Google Cloud Google Cloud offers a comprehensive suite of cloud computing services... About Avid Technology...",https://www.youtube.com/watch?v=KtTb2lgbFMo,2026-06-19,,,,19:30,80
Video,NEW IN VENUE 8.2 Input Sends on Faders,NEW IN VENUE 8.2 Input Sends on Faders,https://www.youtube.com/watch?v=a4-7kLjTBro,2026-06-17,,,,0:43,152
Video,"""The Fantastic Four: First Steps"" Editors Nona Khodai, ACE, and Tim Roche","""The Fantastic Four: First Steps"" Editors Nona Khodai, ACE, and Tim Roche",https://www.youtube.com/watch?v=q9r6b1C0vTM,2026-06-16,,,,0:23,132
Video,"""Mission: Impossible - The Final Reckoning"" editor Eddie Hamilton on working with Tom Cruise","""Mission: Impossible - The Final Reckoning"" editor Eddie Hamilton on working with Tom Cruise and director Christopher McQuarrie",https://www.youtube.com/watch?v=1bpH0JHypwY,2026-06-16,,,,0:50,649
Video,Get enhanced authentication security across the entire MediaCentral suite,Get enhanced authentication security across the entire MediaCentral suite through Okta and Keycloak integration,https://www.youtube.com/watch?v=J4i8MHUmdvY,2026-06-16,,,,0:19,70
Video,Find out why it matters that Avid Content Core is built on AWS,"Find out why it matters that Avid Content Core is built on AWS, and how production teams are using cloud and hybrid solutions",https://www.youtube.com/watch?v=9lgZ77iwT3s,2026-06-16,,,,0:26,229
Video,Tips & tricks for Melodyne in Pro Tools Justyna Kelley,Tips & tricks for Melodyne in Pro Tools Justyna Kelley,https://www.youtube.com/watch?v=-5MdtKa0DH4,2026-06-17,,,,0:55,357
Video,"Editor Greg O'Bryant returns to The Rough Cut to discuss cutting ""Tuner""","Editor Greg O'Bryant returns to The Rough Cut to discuss cutting ""Tuner"", a mix of crime thriller, romance, character study, and music film",https://www.youtube.com/watch?v=H0x5bt_jJiE,2026-06-15,,,,0:33,212
Video,"Timeline of ""The Garfield Movie"" Mark Keefer","Timeline of ""The Garfield Movie"" Mark Keefer",https://www.youtube.com/watch?v=TVvGEL6029Q,2026-06-14,,,,0:35,53
Video,"Source/Record, Trim, Effects, and Color Correction Modes in Avid Media Composer","Take a quick look at the Source/Record, Trim, Effects, and Color Correction Modes in Avid Media Composer",https://www.youtube.com/watch?v=cBQqM_-XUas,2026-06-12,,,,1:12,94
Video,"Geoffrey Richman, ACE on cutting ""Severance"" Variety","Geoffrey Richman, ACE on cutting ""Severance"" Variety youtu.be/eGkfByNEcw0",https://www.youtube.com/watch?v=L6HtKQhh1F8,2026-06-13,,,,0:39,692
Video,Top Gun: Maverick - Sound redesign Paul Devescovi,Top Gun: Maverick - Sound redesign Paul Devescovi,https://www.youtube.com/watch?v=RQKL8G75CkY,2026-06-12,,,,0:18,727
Video,"Cuting ""Welcome to Wrexham"" S04E08 Editor Michael Oliver, ACE, BFE","Cuting ""Welcome to Wrexham"" S04E08 Editor Michael Oliver, ACE, BFE",https://www.youtube.com/watch?v=NvLRfCQtzeI,2026-06-11,,,,0:58,679
Video,"Editing ""Reality Check: Inside America's Next Top Model""","""Reality Check: Inside America's Next Top Model"" Editors Mimi Wilcox, Austin Flack, and Stefanie Maridueña",https://www.youtube.com/watch?v=Mp1a2EoQwNA,2026-06-10,,,,1:00,653
Video,My Dolby Atm-os studio Jakob Schneider,My Dolby Atm-os studio Jakob Schneider,https://www.youtube.com/watch?v=u1x_0WsFszs,2026-06-11,,,,0:17,514
Video,MediaCentral now includes the new Avid Production Management module,"MediaCentral now includes the new Avid Production Management module, providing a modernized core for your entire operation",https://www.youtube.com/watch?v=lc8cL7B8RDE,2026-06-09,,,,0:27,413
Video,"""Widow's Bay"" editors Isaac Hagy, ACE, Kyle Reiter, ACE, and Jen Bryson","Editors Isaac Hagy, ACE, Kyle Reiter, ACE, and Jen Bryson brought years of shared creative history to the world of ""Widow's Bay""",https://www.youtube.com/watch?v=BlwdXyNnLAI,2026-06-08,,,,0:38,794
Video,VENUE - S6L consoles Sadiq Calicut,VENUE - S6L consoles Sadiq Calicut,https://www.youtube.com/watch?v=_2-KEOs5HAo,2026-06-10,,,,0:14,432
Video,Turning a water bottle into music Zoltán Monori,Turning a water bottle into music Zoltán Monori,https://www.youtube.com/watch?v=EjIZVkdPXvs,2026-06-09,,,,0:27,423
